Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,,,
1504961369896009747,"@abbiegoodman  We encourage not including personally identifiable information over social media. If you?d like to delete your Tweet, click the ""v"" or ""..."" icon at the top of the tweet and select ""Delete Tweet."" (1/2)",Amazon,amazon,2022-03-18T23:22:06.000Z,Fri Mar 18 23:22:06 +0000 2022,0,0,en,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",Reply,,0,1,,,,,
1504958465130872841,"@abbiegoodman Hello! We're sorry your packaging arrived damaged. Just to clarify, can you tell us which carrier service delivered this package? You can find this information on the order details here: https://t.co/SsGOmzG2p2. Please let us know. -Anne",Amazon,amazon,2022-03-18T23:10:33.000Z,Fri Mar 18 23:10:33 +0000 2022,0,0,en,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",Reply,http://amzn.to/NAYourOrders ,0,1,,,,,
1504921559814782986,"When you cancel all your plans to keep your bracket alive. 

NCAA March Madness Live app now streaming on @amazonfiretv. ?? https://t.co/8qIngfrQ5m",Amazon,amazon,2022-03-18T20:43:54.000Z,Fri Mar 18 20:43:54 +0000 2022,81,15,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,1,animated_gif,https://video.twimg.com/tweet_video/FOKOLjeXMAUEade.mp4,,,
1504666494524866564,"@anilalku Apologies for the ordeal with the order. Have you reported the issue to our support team? If not, you can do the same here : https://t.co/B1NDRTWFDA. -Bikram",Amazon,amazon,2022-03-18T03:50:22.000Z,Fri Mar 18 03:50:22 +0000 2022,0,0,en,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",Reply,https://amzn.to/3BYIsdA ,0,1,,,,,
1504561412265369605,"@DanielGlenn We?d like to have a member of our Operations team take a closer look at this. Please provide us your details using this secure link, and be sure to include your order number in the comments section: https://t.co/Z15gchIrNv.
-David",Amazon,amazon,2022-03-17T20:52:48.000Z,Thu Mar 17 20:52:48 +0000 2022,0,0,en,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",Reply,https://amzn.to/3tin95x ,0,1,,,,,
1504542552388743171,Who needs luck when your box of gold is just a click away? ???? #StPatricksDay https://t.co/Ezmyamwa6s,Amazon,amazon,2022-03-17T19:37:52.000Z,Thu Mar 17 19:37:52 +0000 2022,179,28,en,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",Tweet,,1,0,video,https://video.twimg.com/amplify_video/1504542498148036610/vid/320x320/ihYCVcccD_FX0qcr.mp4?tag=14,,,
1504540710657220615,"@DanielGlenn Hello! We're here to help any way we can. Please confirm which carrier service (Amazon, UPS, etc.) was assigned to the delivery. You'll find the information on your order tracking here: https://t.co/SsGOmzG2p2. -James",Amazon,amazon,2022-03-17T19:30:33.000Z,Thu Mar 17 19:30:33 +0000 2022,0,0,en,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",Reply,http://amzn.to/NAYourOrders ,0,1,,,,,
1504249363220025344,"@Stoney_Holiday For security purposes, we're not able to access order/account information via social media. What information is provided when you select ""Track Package""? Please let us know. -Leigh",Amazon,amazon,2022-03-17T00:12:50.000Z,Thu Mar 17 00:12:50 +0000 2022,0,0,en,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",Reply,,0,1,,,,,
1504229118354894848,"@Stoney_Holiday Just to clarify, could you tell us what details are provided when you select to ""Track package?"" Is this being returned to us? We're here, and happy to help! (2/2) -Kris",Amazon,amazon,2022-03-16T22:52:23.000Z,Wed Mar 16 22:52:23 +0000 2022,0,1,en,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",Reply,,0,1,,,,,
1504229101959356422,"@Stoney_Holiday  Hi there! We encourage not including personally identifiable information over social media. If you?d like to delete your Tweet, click the ""v"" or ""..."" icon at the top of the tweet and select ""Delete Tweet."" (1/2)",Amazon,amazon,2022-03-16T22:52:19.000Z,Wed Mar 16 22:52:19 +0000 2022,0,0,en,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",Reply,,0,1,,,,,
